Data Check  ·  25 Aug 2026  ·  history checks: all rows; cross-source: yieldz protocol data + on-chain reads,,,,,,,,,,,
Tab,Farm,Chain,Protocol,APY Now,7d,Verdict,Cross-Source APY,Source,Flags,Risk,Risk Basis
USD Farms,aguaUSDCgc/USDC,Monad,Curvance,8.859020000000001,9.35884,VERIFIED,6.159,curvance on-chain,,High (2.0),"score 2.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); collateral leg 3.0 (aguaUSDCgc unrated@100%); collateral leg governs; -1 tvl<1M"
USD Farms,Curvance AUSD,Monad,Curvance,8.79364,9.16084,VERIFIED,5.559,curvance on-chain,,Med-High (4.8),"score 4.8; AUSD 6.1 (pharos 6.3, tid 6.0); collateral leg 4.8 (savUSD 4.8@100%); collateral leg governs"
USD Farms,PLP Staked USDai 15OCT2026,Arbitrum,Pendle,8.78611,8.64977,VERIFIED,8.786,pendle-api,,Med-High (5.5),"score 5.5; SUSDAI 5.5 (pharos 6.0, tid 5.0)"
USD Farms,M1 USDC,Ethereum,Morpho Blue,8.71595,8.6697,VERIFIED,8.765,yieldz (base),,High (2.5),"score 2.5; allocation leg 3.0 (mM1-USD unrated@100%, cbBTC 8.5*@0%); -0.5 concentrated book 100%"
USD Farms,USD3-SCRVUSD,Ethereum,Convex Finance,8.63797,12.42927,VERIFIED,4.928,curve-api (total),,High (4.0),"score 4.0; USD3 5.0 (pharos 7.2, tid 3.5, yearn 4.4); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: USD3; -1 tvl<1M"
USD Farms,USDC/USDf,Ethereum,Convex Finance,8.623809999999999,8.48422,VERIFIED,4.166,curve-api (total),,Med-High (4.1),"score 4.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); USDF 4.6 (pharos 4.6); worst leg: USDF; -0.5 pool 80% in USDf"
USD Farms,PT trUSD 26NOV2026,Ethereum,Pendle,8.61653,9.54471,VERIFIED,8.618,pendle-api,,High (3.7),score 3.7; TRUSD 5.2 (pharos 5.2); -0.5 PT wrapper; -0.5 tenor 93d; -0.5 PT liquidity <5M
USD Farms,USDT-USDE,Ethereum,Curve DEX,8.57543,7.59672,VERIFIED,4.726,curve-api (total),,Med-High (5.8),"score 5.8; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); USDE 6.8 (pharos 7.2, tid 6.5); worst leg: USDE; -1 tvl<1M"
USD Farms,evaUSDC/evaUSDT,Ethereum,Curve DEX,8.51382,7.52608,VERIFIED,8.624,curve-api (total),,Med-High,unrated: internal signals only
USD Farms,vUSD/AUSD,Monad,Curvance,8.50533,8.63283,VERIFIED,6.505,curvance on-chain,,High (2.9),"score 2.9; AUSD 6.1 (pharos 6.3, tid 6.0); collateral leg 3.9 (vUSD 3.9@100%); collateral leg governs; -1 tvl<1M"
USD Farms,mROX,Ethereum,Midas RWA,8.5,8.19143,VERIFIED,7.978,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,mAPOLLO,Ethereum,Midas RWA,8.49,8.46286,VERIFIED,8.001,on-chain (7d realized),,Med-High (4.8),score 4.8; MAPOLLO 4.8 (pharos 4.8)
USD Farms,TAU Yield Bond ETF,Ethereum,Fusion by IPOR,8.43529,7.70082,VERIFIED,7.583,ipor-api,,Med-Low (8.0),"score 8.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); allocation leg 9.0 (USDC 9.0@39%, USDC 9.0@35%, USDC 9.0@15%, USDC 9.0@11%, USDC 9.0@0%); -1 tvl<1M"
USD Farms,USD1,Ethereum,Dolomite,8.420300000000001,8.69757,VERIFIED,6.434,merkl (reward APR),,Med-Low (6.9),"score 6.9; USD1 6.9 (credora 9.0, pharos 4.8)"
USD Farms,mMEV,Ethereum,Midas RWA,8.35,8.08429,VERIFIED,7.978,on-chain (7d realized),,Med-High (4.7),score 4.7; MMEV 4.7 (pharos 4.7)
USD Farms,savUSD/USDC,Monad,Curvance,8.32939,8.71455,VERIFIED,5.629,curvance on-chain,,High (3.8),"score 3.8; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); collateral leg 4.8 (savUSD 4.8@100%); collateral leg governs; -1 tvl<1M"
USD Farms,Stake DAO crvUSD/frxUSD Vault,Ethereum,Stake DAO,8.32232,7.61749,VERIFIED,4.099,curve-api (total),,Med-High (5.8),"score 5.8; FRXUSD 6.1 (pharos 6.9, tid 5.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,9SUSDC,Ethereum,Lagoon,8.28964,7.65648,VERIFIED,8.32,on-chain (7d realized),,Med-Low (7.5),"score 7.5; strategy book leg 7.5 (Morpho V2 - Core~USDT0 6.5†@50%, Zyfai - Managed ~USDC 9.0†@39%, Aerodrome - fxUS~fxUSD 6.5†@9%, Convex fx - USDCfxUSD† 7.0†@2%)"
USD Farms,PT Staked USN 22JUL2027,Ethereum,Pendle,8.22105,8.22025,VERIFIED,8.221,pendle-api,,High (3.4),score 3.4; SUSN 5.4 (pharos 5.4); -0.5 PT wrapper; -1 tenor 331d; -0.5 PT liquidity <5M
USD Farms,PLP Strata Junior USDe 22OCT2026,Ethereum,Pendle,8.20014,8.89997,VERIFIED,8.173,pendle-api,,High,unrated: internal signals only
USD Farms,For LP | Maturity 14JAN2027,Ethereum,Pendle,8.12841,8.26727,VERIFIED,8.086,pendle-api,,Med-High (4.6),"score 4.6; USDAT 5.6 (pharos 6.1, tid 4.5, yearn 6.8); -1 tvl<1M"
USD Farms,Curve,Ethereum,Stake DAO,8.11288,7.68756,VERIFIED,2.292,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,fixed-rate,Ethereum,Strata Markets,8.11136,8.11136,VERIFIED,7.8,strata on-chain lens,,Med-Low (6.1),"score 6.1; USDAT 5.6 (pharos 6.1, tid 4.5, yearn 6.8); +0.5 senior tranche buffer"
USD Farms,Stake DAO Curve.fi Factory Plain Pool: crvUSD/USDC Vault,Ethereum,Stake DAO,7.978210000000001,7.33062,VERIFIED,3.566,curve-api (total),,Med-High (5.8),"score 5.8; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,reUSD/fxUSD,Ethereum,Convex Finance,7.851760000000001,4.75296,VERIFIED,8.67,curve-api (total),,High (3.7),"score 3.7; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); FXUSD 7.7 (pharos 7.2, yearn 8.4); worst leg: REUSD; -1 tvl<1M; -0.5 pool 76% in reUSD"
ETH Farms,Base ETH Lending Optimizer,Base,Fusion by IPOR,7.85035,6.91633,VERIFIED,6.018,ipor-api,,Med-High (5.5),"score 5.5; WETH 9.0*; allocation leg 6.0 (euler?0xdc4efb 6.0†@100%, WETH 9.0*@0%); allocation leg governs; -0.5 concentrated book 100%"
USD Farms,EVK Vault eAUSD-16,Monad,Euler V2,7.84146,8.86714,VERIFIED,5.126,yieldz (base),,Med-High (4.6),"score 4.6; AUSD 6.1 (pharos 6.3, tid 6.0); collateral leg 5.6 (PT-AUSD-8OCT2026→AUSD 5.6@100%); collateral leg governs; -1 util 95%"
USD Farms,Aave Mantle sUSDe,Mantle,Aave V3,7.71007,7.74524,VERIFIED,4.082,yieldz (base+reward),,Med-Low (6.0),"score 6.0; SUSDE 6.0 (pharos 5.5, tid 6.5)"
USD Farms,Stake DAO Curve.fi Factory Plain Pool: crvUSD/USDT Vault,Ethereum,Stake DAO,7.67969,7.34912,VERIFIED,3.643,curve-api (total),,Med-High (5.8),"score 5.8; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,PT Strata Junior USDe 22OCT2026,Ethereum,Pendle,7.61974,8.15277,VERIFIED,7.62,pendle-api,,High,unrated: internal signals only
USD Farms,dUSD/sfrxUSD,Ethereum,Curve DEX,7.593999999999999,6.99861,VERIFIED,6.446,curve-api (total),,High (3.3),"score 3.3; DUSD 4.3 (pharos 4.3); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: DUSD; -1 tvl<1M"
USD Farms,HYPERUSDCA,Ethereum,Morpho Blue,7.56219,7.48352,VERIFIED,5.195,yieldz (base+reward),,High (3.7),"score 3.7; allocation leg 3.7 (siUSD unrated@27%, OETH unrated@25%, PT-USD3-17DEC2026→USD3 4.5@21%, USD3 5.0@16%, LBTC 7.5*@0%)"
USD Farms,For buying PT-USDat-14JAN2027,Ethereum,Pendle,7.49805,7.02544,VERIFIED,7.461,pendle-api,,High (3.1),"score 3.1; USDAT 5.6 (pharos 6.1, tid 4.5, yearn 6.8); -1 tvl<1M; -0.5 PT wrapper; -0.5 tenor 142d; -0.5 PT liquidity <5M"
USD Farms,YIELDUSDT,Ethereum,Lagoon,7.494,8.58067,VERIFIED,5.078,on-chain (7d realized),,Low (8.5),"score 8.5; strategy book leg 8.5 (SmarDex - stETH~stETH 9.5†@51%, Convex - fxUSDnr† 7.0†@15%, Lido - ETH† 8.5†@14%, Lagoon - DeltaET~USDN 4.7†@6%, Uniswap v4 - ETH/EV† 7.0†@3%, Convex - USDNR/F~USDNR 6.4†@2%)"
USD Farms,PLP Staked USN 22JUL2027,Ethereum,Pendle,7.48775,7.52908,VERIFIED,7.488,pendle-api,,Med-High (5.4),score 5.4; SUSN 5.4 (pharos 5.4)
USD Farms,LlamaThena,Ethereum,Convex Finance,7.48006,7.38121,VERIFIED,2.292,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,SYZUSD,Plasma,Yuzu Money,7.47632,7.69195,VERIFIED,7.21,on-chain (7d realized),,Med-High,unrated: internal signals only
USD Farms,Convex,Ethereum,Beefy,7.47552,7.71895,VERIFIED,2.72,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,mFONE,Ethereum,Midas RWA,7.46,8.36571,VERIFIED,7.074,on-chain (7d realized),,Med-High (4.8),score 4.8; MFONE 4.8 (pharos 4.8)
USD Farms,sUSDe/crvUSD,Ethereum,Convex Finance,7.40304,7.72696,VERIFIED,2.72,curve-api (total),,Med-High (4.8),"score 4.8; CRVUSD 5.8 (pharos 7.3, tid 4.5); SUSDE 6.0 (pharos 5.5, tid 6.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,Reservoir srUSD Looping Ethereum,Ethereum,Fusion by IPOR,7.3842,5.68704,VERIFIED,7.417,ipor-api,,High (2.0),"score 2.0; RUSD 6.3 (pharos 6.3); allocation leg 4.5 (wsrUSD 4.5@100%, rUSD 6.3@0%, rUSD 6.3@0%, morpho?0x3e29fd 6.0†@0%); allocation leg governs; -1 tvl<1M; -1 leveraged strategy; -0.5 concentrated book 100%"
USD Farms,Hyperithm USDC Apex,Monad,Morpho Blue,7.35469,7.5711,VERIFIED,6.067,yieldz (base),,High (3.1),"score 3.1; allocation leg 4.1 (aHYPER unrated@61%, PT-USDat-14JAN2027→USDat 5.1@15%, PT-USDat-27AUG2026→USDat 5.1@12%, cbBTC 8.5*@7%, mHYPER 5.6@2%, wstETH 8.5*@0%, WETH 9.0*@0%, WBTC 8.5*@0%); -1 util 94%"
USD Farms,Aave Ethereum USDtb,Ethereum,Aave V3,7.35186,7.97954,VERIFIED,7.646,yieldz (base),,Med-Low (7.2),"score 7.2; USDTB 7.2 (pharos 7.2); pool collateral leg 8.5 (tBTC 9.0@47%, rETH 8.3*@35%, FBTC 7.3*@5%, weETH 7.0@4%, cbETH 8.3*@4%, BTC.b 7.4@1%, wstETH 8.5*@1%, AAVE 8.0*@1%, syrupUSDT 5.5@0%)"
USD Farms,pyUSD/crvUSD,Ethereum,Convex Finance,7.29606,7.72465,VERIFIED,3.733,curve-api (total),,Med-High (4.8),"score 4.8; PYUSD 7.7 (credora 9.5, pharos 6.9, tid 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,August USDC V2,Monad,Morpho Blue,7.295579999999999,7.44298,VERIFIED,5.223,yieldz (base),,High (3.0),"score 3.0; allocation leg 3.0 (earnAUSD unrated@70%, PT-earnAUSD-8OCT2026 unrated@22%)"
USD Farms,MainMarket,Sui,Current,7.2417,8.52235,VERIFIED,3.197,current-api,,Med-High (4.3),score 4.3; USDSUI 4.3 (pharos 4.3)
USD Farms,Curve,Ethereum,Stake DAO,7.20242,7.06396,VERIFIED,3.56,curve-api (total),,Med-High (4.8),"score 4.8; GHO 7.0 (pharos 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD; -1 tvl<1M"
USD Farms,Steakhouse Confidential Prime USDC,Ethereum,Morpho Blue,7.19965,7.19972,VERIFIED,7.2,yieldz (base),,Low (8.0),"score 8.0; allocation leg 8.5 (cbBTC 8.5*@97%, wstETH 8.5*@3%, WETH 9.0*@0%); -0.5 concentrated book 97%"
USD Farms,For buying PT-USDat-14JAN2027,Monad,Pendle,7.12204,7.03593,VERIFIED,7.461,pendle-api,,Med-High (4.1),"score 4.1; USDAT 5.6 (pharos 6.1, tid 4.5, yearn 6.8); -0.5 PT wrapper; -0.5 tenor 142d; -0.5 PT liquidity <5M"
USD Farms,SYNUSD+,Ethereum,Lagoon,7.11852,7.14061,VERIFIED,11.192,on-chain (7d realized),,Med-High (5.4),score 5.4; strategy book leg 5.9 (Lagoon - Syntrop~USDC 5.9†@99%); -0.5 concentrated book 99%
USD Farms,FAUSDE,Ethereum,Morpho Blue,7.09234,7.72556,VERIFIED,6.818,yieldz (base),,High (3.9),"score 3.9; allocation leg 3.9 (sUSDat 3.5@78%, PT-USDat-27AUG2026→USDat 5.1@21%, sUSDai 5.5@0%)"
USD Farms,apyUSD-apxUSD,Ethereum,Curve DEX,7.08,6.95714,VERIFIED,6.736,on-chain (curve vp 7d),,High (1.9),"score 1.9; APYUSD 1.9 (pharos 0.5, tid 3.0); APXUSD 2.3 (pharos 0.5, tid 3.0, yearn 3.6); worst leg: APYUSD"
USD Farms,MSUSD-FRAXBP,Ethereum,Curve DEX,7.06874,6.78876,VERIFIED,7.058,curve-api (total),,High (0.6),score 0.6; MSUSD 1.6 (pharos 1.6); FRAXBP unrated 3.0; worst leg: MSUSD; -1 pool 95% in msUSD
USD Farms,Moo FxConvex USDC-fxUSD,Ethereum,Beefy,7.01828,6.83848,VERIFIED,6.984,beefy-api,,Med-Low (7.7),"score 7.7; FXUSD 7.7 (pharos 7.2, yearn 8.4); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: FXUSD"
USD Farms,BBQAUSD,Monad,Morpho Blue,6.99687,7.25892,VERIFIED,4.618,yieldz (base),,High (3.0),"score 3.0; allocation leg 4.5 (wsrUSD 4.5@98%, AA_FalconXUSDC 5.8@0%, syrupUSDC 6.8@0%, cbBTC 8.5*@0%, PT-AUSD-8OCT2026→AUSD 5.6@0%, sUSDe 6.0@0%, WMON 6.5*@0%, WBTC 8.5*@0%, WETH 9.0*@0%); -1 tvl<1M; -0.5 concentrated book 98%"
USD Farms,Curve,Ethereum,Stake DAO,6.99657,6.66816,VERIFIED,5.687,curve-api (total),,Med-Low (7.4),"score 7.4; BOLD 8.4 (pharos 8.4); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: BOLD; -1 tvl<1M"
USD Farms,EDGEUSDC,Base,Morpho Blue,6.96213,6.83959,VERIFIED,6.465,on-chain (7d realized),,High,unrated: internal signals only
USD Farms,USDC,Solana,Loopscale,6.93913,6.85847,VERIFIED,7.034,loopscale-api,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: collateral not visible"
ETH Farms,osETH/rETH,Ethereum,Convex Finance,6.930339999999999,6.77297,VERIFIED,2.176,on-chain (curve vp 7d),,Med-Low (7.8),score 7.8; OSETH 7.8*; RETH 8.3*; worst leg: OSETH
USD Farms,FRXUSD-USPC,Ethereum,Convex Finance,6.89843,6.17658,VERIFIED,3.467,curve-api (total),,High (2.5),"score 2.5; FRXUSD 6.1 (pharos 6.9, tid 5.5); USPC 4.0 (tid 4.0); worst leg: USPC; -1 tvl<1M; -0.5 pool 76% in frxUSD"
USD Farms,RockawayX PT Yield,BSC,Lista Lending,6.89729,8.31651,VERIFIED,5.375,yieldz (base),,High (4.0),"score 4.0; USDT 7.1 (credora 8.4, pharos 6.0, tid 7.0); collateral leg 5.0 (PT-sUSDai-15OCT2026-(ARB)→sUSDai 5.0@100%); collateral leg governs; -1 lltv 9150000000000000%"
USD Farms,Fluid Gho Token,Plasma,Fluid Lending,6.880000000000001,5.82857,VERIFIED,7.962,yieldz (base+reward),,Med-High (5.5),score 5.5; GHO 7.0 (pharos 7.0); collateral leg 5.5 (sUSDai 5.5@100%); collateral leg governs
USD Farms,For LP | Maturity 08OCT2026,Monad,Pendle,6.877429999999999,6.93885,VERIFIED,6.878,pendle-api,,Med-Low (6.1),"score 6.1; AUSD 6.1 (pharos 6.3, tid 6.0)"
USD Farms,PENDLEUSDC,Ethereum,Morpho Blue,6.85827,7.04362,VERIFIED,5.136,yieldz (base),,Med-High (5.6),"score 5.6; allocation leg 5.6 (PT-reUSD-10DEC2026→reUSD 4.7@59%, PT-sUSDS-26NOV2026→sUSDS 7.1@30%, PT-USDG-24SEP2026→USDG 6.8@10%, PT-sUSDE-26NOV2026→sUSDE 5.5@1%)"
USD Farms,PT-AUSD-8OCT2026/AUSD,Monad,Curvance,6.85051,7.27822,VERIFIED,4.85,curvance on-chain,,Med-High (5.6),"score 5.6; AUSD 6.1 (pharos 6.3, tid 6.0); collateral leg 5.6 (PT-AUSD-8OCT2026→AUSD 5.6@100%); collateral leg governs"
USD Farms,PLP apxUSD 5NOV2026,Ethereum,Pendle,6.800280000000001,5.77448,VERIFIED,6.806,pendle-api,,High (2.3),"score 2.3; APXUSD 2.3 (pharos 0.5, tid 3.0, yearn 3.6)"
USD Farms,SENPYUSDPRIMEV2,Ethereum,Morpho Blue,6.774480000000001,6.34033,VERIFIED,3.868,yieldz (base),,High (1.5),score 1.5; allocation leg 3.0 (PRIME unrated@100%); -1 util 98%; -0.5 concentrated book 100%
USD Farms,Curve,Ethereum,Beefy,6.77097,6.66902,VERIFIED,7.064,curve-api (total),,Med-High (5.5),score 5.5; BOLD 8.4 (pharos 8.4); LUSD 6.5 (pharos 6.5); worst leg: LUSD; -1 tvl<1M
USD Farms,PT AUSD 8OCT2026,Monad,Pendle,6.76967,6.79087,VERIFIED,6.77,pendle-api,,Med-High (5.1),"score 5.1; AUSD 6.1 (pharos 6.3, tid 6.0); -0.5 PT wrapper; -0.5 PT liquidity <5M"
USD Farms,avUSD/frxUSD,Ethereum,Curve DEX,6.75509,8.18777,VERIFIED,6.731,curve-api (total),,Med-High (5.1),"score 5.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); AVUSD 5.1 (pharos 5.9, tid 4.5); worst leg: AVUSD"
USD Farms,RLUSD/USDC,Ethereum,Curve DEX,6.6944,6.71487,VERIFIED,6.225,curve-api (total),,Low (8.1),"score 8.1; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); RLUSD 8.1 (credora 9.5, pharos 7.9, tid 7.0); worst leg: RLUSD"
USD Farms,REECOUSDC,Ethereum,Morpho Blue,6.69025,6.62546,VERIFIED,5.923,yieldz (base),,Med-High (4.8),"score 4.8; allocation leg 4.8 (PT-reUSD-10DEC2026→reUSD 4.7@79%, reUSD 5.2@21%, PT-reUSD-25JUN2026→reUSD 4.7@0%)"
USD Farms,Stake DAO SaveDola Vault,Ethereum,Stake DAO,6.66056,7.12803,VERIFIED,4.849,on-chain (curve vp 7d),,Med-High (4.4),"score 4.4; CRVUSD 5.8 (pharos 7.3, tid 4.5); SDOLA 4.9 (pharos 5.4, tid 4.5); worst leg: SDOLA; -0.5 pool 79% in sDOLA"
USD Farms,SENRLUSDV2,Ethereum,Morpho Blue,6.65091,6.69659,VERIFIED,3.045,yieldz (base),,High (3.9),"score 3.9; allocation leg 4.9 (kBTC unrated@55%, weETH 7.0@30%, cbBTC 8.5*@7%, syrupUSDC 6.8@5%, WBTC 8.5*@1%, wstETH 8.5*@0%, PT-sUSDE-13AUG2026→sUSDE 5.5@0%, WETH 9.0*@0%); -1 util 95%"
USD Farms,Moo Balancer Monad wnUSDT0-wnAUSD-wnUSDC,Monad,Beefy,6.62259,6.83121,VERIFIED,6.718,beefy-api,,High,unrated: internal signals only
USD Farms,REUSD-SDOLA,Ethereum,Curve DEX,6.585229999999999,8.66895,VERIFIED,4.918,curve-api (total),,Med-High (4.9),"score 4.9; REUSD 5.2 (pharos 5.1, tid 6.0, yearn 4.0); SDOLA 4.9 (pharos 5.4, tid 4.5); worst leg: SDOLA"
USD Farms,Morpho Yearn OG USDC Compounder,Ethereum,Yearn Finance,6.55215,6.57684,VERIFIED,6.546,ydaemon,,Med-High (5.9),"score 5.9; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); capped 5.9: allocation not visible"
USD Farms,SENPYUSDMWIN,Ethereum,Morpho Blue,6.44391,6.52518,VERIFIED,0.763,yieldz (base+reward),,High (2.5),score 2.5; allocation leg 3.0 (mWIN unrated@100%); -0.5 concentrated book 100%
USD Farms,alUSD/frxUSD,Ethereum,Curve DEX,6.39346,5.99052,VERIFIED,5.544,curve-api (total),,High (1.7),"score 1.7; ALUSD 2.7 (pharos 2.7); FRXUSD 6.1 (pharos 6.9, tid 5.5); worst leg: ALUSD; -1 pool 89% in alUSD"
USD Farms,K3 Capital Earn AUSD,Monad,Euler V2,6.37567,6.3331,VERIFIED,5.126,yieldz (base),,Med-High (4.6),"score 4.6; AUSD 6.1 (pharos 6.3, tid 6.0); collateral leg 5.6 (PT-AUSD-8OCT2026→AUSD 5.6@100%); collateral leg governs; -1 util 95%"
USD Farms,GHO/crvUSD,Ethereum,Convex Finance,6.350809999999999,6.61388,VERIFIED,3.56,curve-api (total),,Med-High (5.8),"score 5.8; GHO 7.0 (pharos 7.0); CRVUSD 5.8 (pharos 7.3, tid 4.5); worst leg: CRVUSD"
USD Farms,ROXUSDCY,Ethereum,Morpho Blue,6.33539,6.76078,VERIFIED,6.116,yieldz (base),,Med-High (4.2),"score 4.2; allocation leg 4.2 (PT-reUSD-10DEC2026→reUSD 4.7@53%, PST unrated@27%, mF-ONE 4.8@14%)"
USD Farms,Moo Curve USDC-RLUSD,Ethereum,Beefy,6.29204,6.37623,VERIFIED,6.225,curve-api (total),,Low (8.1),"score 8.1; RLUSD 8.1 (credora 9.5, pharos 7.9, tid 7.0); USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); worst leg: RLUSD"
USD Farms,HYPERUSDCA,Ethereum,Morpho Blue,6.27399,6.62162,VERIFIED,6.155,yieldz (base),,High (3.3),"score 3.3; allocation leg 4.3 (PT-reUSD-10DEC2026→reUSD 4.7@64%, mHyperBTC unrated@13%, PT-USDat-27AUG2026→USDat 5.1@10%, PT-sUSDat-27AUG2026→sUSDat 3.0@8%, PT-apyUSD-5NOV2026→apyUSD 1.4@2%, PT-sUSDat-14JAN2027→sUSDat 3.0@1%, PT-USDat-14JAN2027→USDat 5.1@1%, mHYPER 5.6@1%, sUSDat 3.5@0%); -1 util 100%"
USD Farms,MOONUSDC,Ethereum,Lagoon,6.25972,6.7539,VERIFIED,2.698,on-chain (7d realized),,Med-High (4.9),"score 4.9; strategy book leg 5.9 (Lagoon - Odyssey Stabl† 5.9†@79%, Lagoon - Odyssey Stabl† 5.9†@14%, Morpho Market - ~USDAT 5.6†@5%, Euler v2 - Suppl~REUSD 5.2†@2%); -1 tvl<1M"
USD Farms,Aave Plasma sUSDe,Plasma,Aave V3,6.2547,6.07791,VERIFIED,4.082,yieldz (base+intrinsic),,Med-Low (6.0),"score 6.0; SUSDE 6.0 (pharos 5.5, tid 6.5); pool collateral leg 7.1 (USDT0 7.1@100%, WETH 9.0*@0%, PT-sUSDE-9APR2026→sUSDE 5.5@0%, PT-USDe-15JAN2026→USDe 6.3@0%, PT-sUSDE-15JAN2026→sUSDE 5.5@0%, PT-USDe-9APR2026→USDe 6.3@0%)"
USD Farms,APYXUSDC,Ethereum,Morpho Blue,6.25151,6.28697,VERIFIED,5.561,yieldz (base),,High (0.6),"score 0.6; allocation leg 1.6 (PT-apyUSD-5NOV2026→apyUSD 1.4@33%, apyUSD 1.9@28%, PT-apyUSD-27AUG2026→apyUSD 1.4@23%, PT-apxUSD-5NOV2026→apxUSD 1.8@14%, PT-apxUSD-27AUG2026→apxUSD 1.8@1%); -1 util 99%"
USD Farms,Stake DAO frxUSD/sDOLA Vault,Ethereum,Stake DAO,6.2339,6.32804,VERIFIED,4.603,on-chain (curve vp 7d),,High (3.4),"score 3.4; FRXUSD 6.1 (pharos 6.9, tid 5.5); SDOLA 4.9 (pharos 5.4, tid 4.5); worst leg: SDOLA; -1 tvl<1M; -0.5 pool 78% in sDOLA"
USD Farms,Core,Ethereum,Aave V4,6.18452,4.16195,VERIFIED,1.685,yieldz (base),,Med-Low (7.3),"score 7.3; USDG 7.3 (pharos 6.9, tid 7.0, yearn 8.4)"
USD Farms,Core,Avalanche,Aave V4,6.180759999999999,3.59463,VERIFIED,6,merkl (reward APR),,Low (9.0),"score 9.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5)"
USD Farms,Aave Plasma GHO,Plasma,Aave V3,6.17064,6.05483,VERIFIED,1.785,yieldz (base),,Med-Low (7.0),"score 7.0; GHO 7.0 (pharos 7.0); pool collateral leg 7.1 (USDT0 7.1@100%, WETH 9.0*@0%, PT-sUSDE-9APR2026→sUSDE 5.5@0%, PT-USDe-15JAN2026→USDe 6.3@0%, PT-sUSDE-15JAN2026→sUSDE 5.5@0%, PT-USDe-9APR2026→USDe 6.3@0%)"
USD Farms,BBQUSDC,Monad,Morpho Blue,6.146710000000001,6.13682,VERIFIED,3.591,yieldz (base),,Med-High (4.5),"score 4.5; BBQUSDC 8.3 (pharos 8.3); allocation leg 5.5 (XAUt0 unrated@31%, PT-AUSD-8OCT2026→AUSD 5.6@30%, WMON 6.5*@21%, wstETH 8.5*@17%, WBTC 8.5*@0%); allocation leg governs; -1 tvl<1M"
USD Farms,STRUSD-TRUSD,Ethereum,Curve DEX,6.11,5.63,VERIFIED,5.416,on-chain (curve vp 7d),,High (3.0),score 3.0; TRUSD 5.2 (pharos 5.2); STRUSD unrated 3.0; worst leg: STRUSD
USD Farms,frxUSD/sUSDS,Ethereum,Convex Finance,6.10724,5.74565,VERIFIED,2.186,curve-api (total),,Med-Low (6.1),"score 6.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); SUSDS 7.6 (pharos 7.8, tid 7.5); worst leg: FRXUSD"
USD Farms,Stake DAO frxUSD/sUSDS Vault,Ethereum,Stake DAO,6.08843,5.84513,VERIFIED,2.186,curve-api (total),,Med-Low (6.1),"score 6.1; FRXUSD 6.1 (pharos 6.9, tid 5.5); SUSDS 7.6 (pharos 7.8, tid 7.5); worst leg: FRXUSD"
USD Farms,USDC-USDBC-AXLUSDC-CRVUSD,Base,Curve DEX,6.05015,6.14133,VERIFIED,5.961,curve-api (total),,High (2.0),"score 2.0; USDC 9.0 (credora 9.5, pharos 9.0, tid 8.5); CRVUSD 5.8 (pharos 7.3, tid 4.5); USDBC unrated 3.0; AXLUSDC unrated 3.0; worst leg: USDBC; -1 tvl<1M"
